Seed	PlayerNr	Round	LoserHandCardCount	LoserHandValue	LoserFilledCardSpots	LoserCardSpotsValue
2591	0	11	4	37	3	96
2592	0	10	1	3	3	94
2593	0	6	2	20	3	95
2594	0	4	13	105	0	0
2595	1	16	13	88	0	0
2596	1	10	2	16	3	69
2597	0	13	13	105	0	0
2598	0	6	4	32	3	84
2599	1	6	1	3	4	90
2600	1	17	2	20	3	70
2601	0	7	1	2	4	96
2602	0	14	3	30	2	32
2603	0	14	2	20	2	79
2604	0	12	3	16	2	30
2605	1	12	2	20	3	79
2606	0	9	2	8	3	71
2607	0	7	5	29	2	47
2608	1	11	1	9	3	72
2609	1	11	3	14	3	69
2610	0	20	3	27	3	117
2611	0	11	3	20	3	90
2612	0	9	1	7	4	104
2613	0	10	3	22	3	82
2614	1	3	4	25	2	87
2615	0	7	1	2	4	94
2616	0	9	1	3	4	73
2617	0	9	2	16	3	63
2618	0	8	4	39	3	87
2619	0	17	1	2	3	122
2620	1	13	1	2	3	96
2621	1	13	1	3	3	76
2622	1	6	3	16	3	46
2623	1	11	4	28	3	69
2624	0	7	3	9	3	69
2625	0	15	2	24	3	69
2626	1	17	3	25	3	94
2627	0	12	3	8	2	87
2628	0	11	3	22	3	59
2629	0	21	2	27	2	95
2630	1	2	13	106	0	0
2631	1	9	3	22	3	81
2632	1	9	2	12	3	126
2633	0	5	5	28	2	67
2634	1	9	4	40	3	80
2635	1	6	5	38	2	39
2636	0	10	4	32	2	65
2637	0	18	2	23	3	90
2638	0	8	1	3	4	104
2639	1	9	13	101	0	0
2640	1	20	2	16	3	99
2641	0	9	3	6	3	92
2642	0	8	3	25	3	62
2643	0	3	6	47	2	45
2644	1	25	1	20	3	98
2645	1	6	3	27	2	77
2646	1	22	1	3	4	102
2647	1	10	4	25	3	60
2648	0	11	4	34	3	86
2649	1	8	2	13	3	115
2650	0	10	5	42	2	54
2651	0	8	1	6	4	122
2652	1	14	1	4	3	75
2653	0	6	5	33	2	46
2654	0	9	7	56	2	70
2655	0	6	1	5	4	81
2656	1	15	7	56	1	30
2657	1	6	1	3	4	86
2658	0	10	1	3	4	127
2659	1	7	7	51	2	39
2660	0	10	3	13	3	51
2661	1	8	1	4	4	96
2662	0	5	1	3	4	120
2663	0	4	4	30	3	82
2664	1	20	2	16	3	88
2665	1	6	3	23	3	56
2666	0	8	3	30	3	91
2667	1	9	5	35	2	79
2668	0	17	3	19	3	106
2669	1	12	3	29	3	97
2670	0	19	2	26	3	73
2671	1	13	3	30	3	78
2672	1	14	1	4	3	111
2673	0	16	1	4	3	131
2674	1	8	7	61	2	58
2675	0	5	4	27	2	58
2676	1	5	4	23	3	43
2677	1	13	3	30	3	90
2678	1	12	2	22	3	64
2679	0	10	5	39	2	89
2680	1	15	1	10	3	94
2681	0	8	1	2	3	128
2682	0	9	1	2	3	88
2683	1	6	5	42	2	54
2684	0	12	5	50	2	58
2685	0	6	4	32	2	60
2686	0	9	1	4	4	112
2687	0	11	4	33	3	62
2688	1	10	4	30	2	60
2689	1	15	3	29	3	89
2690	1	7	6	52	2	58
2691	0	16	2	20	3	103
2692	1	9	13	99	0	0
2693	1	17	2	18	3	110
2694	0	12	4	35	2	60
2695	0	9	2	22	3	60
2696	1	6	3	30	3	90
2697	1	14	1	20	3	85
2698	1	7	2	19	3	92
2699	0	9	3	24	3	57
2700	1	12	1	2	4	95
2701	0	7	4	15	3	59
2702	1	9	3	15	3	86
2703	1	6	8	56	1	30
2704	1	7	2	7	3	76
2705	0	7	13	96	0	0
2706	1	12	2	12	3	73
2707	0	4	4	33	3	80
2708	0	8	4	27	3	98
2709	0	8	2	20	3	94
2710	0	16	1	2	4	121
2711	1	9	6	29	2	42
2712	0	7	1	6	4	89
2713	1	9	4	32	3	57
2714	0	7	3	23	3	79
2715	1	10	3	7	3	78
2716	0	8	2	22	3	128
2717	0	8	6	42	2	64
2718	0	9	1	2	4	111
2719	1	10	3	21	3	61
2720	1	15	1	4	3	87
2721	0	10	13	107	0	0
2722	1	21	1	3	3	76
2723	0	6	1	2	4	90
2724	1	6	1	10	4	79
2725	1	9	3	22	3	94
2726	0	20	1	2	3	107
2727	0	8	1	4	3	61
2728	1	9	6	34	2	46
2729	1	11	4	21	3	42
2730	0	6	1	2	4	91
2731	1	17	3	29	3	81
2732	0	7	8	58	1	49
2733	1	12	1	5	3	95
2734	0	18	1	5	3	138
2735	1	10	3	22	3	90
2736	0	6	6	55	2	69
2737	0	19	1	5	2	99
2738	1	12	3	21	3	96
2739	1	7	9	72	1	30
2740	0	9	1	2	3	111
2741	0	3	2	20	3	83
2742	1	11	1	6	3	68
2743	1	9	3	29	3	54
2744	0	8	1	3	4	75
2745	1	13	1	2	4	100
2746	0	9	4	31	3	45
2747	1	12	6	25	2	34
2748	1	6	13	110	0	0
2749	0	14	2	20	3	78
2750	0	9	6	52	2	36
2751	1	6	1	2	4	71
2752	0	11	1	2	4	85
2753	0	7	13	103	0	0
2754	0	6	4	24	3	63
2755	0	9	1	8	3	114
2756	1	12	3	30	3	95
2757	1	11	3	21	3	76
2758	1	10	3	23	3	103
2759	1	14	1	6	4	134
2760	0	7	1	3	3	85
2761	0	7	1	3	4	81
2762	0	7	5	44	2	60
2763	1	13	4	40	2	80
2764	0	12	3	22	3	80
2765	0	13	3	30	3	82
2766	1	9	5	26	2	38
2767	0	8	4	40	2	51
2768	0	6	3	8	3	85
2769	0	6	3	28	3	84
2770	1	11	1	2	4	70
2771	0	11	1	20	4	115
2772	0	14	1	8	4	154
2773	1	2	13	106	0	0
2774	0	12	1	2	4	99
2775	0	6	2	9	3	78
2776	0	17	1	2	3	124
2777	1	11	3	28	3	61
2778	1	17	1	2	4	108
2779	0	9	2	20	3	66
2780	1	14	1	3	4	124
2781	0	7	4	35	2	52
2782	1	21	1	7	4	105
2783	0	14	1	2	3	94
2784	0	11	6	38	2	55
2785	1	9	1	5	4	125
2786	1	7	1	2	4	129
2787	1	7	13	106	0	0
2788	0	13	1	2	4	129
2789	0	7	7	57	2	48
2790	1	12	13	97	0	0
2791	1	11	1	3	4	136
2792	1	9	1	8	3	66
2793	0	8	4	22	3	73
2794	1	14	1	5	4	100
2795	1	10	2	19	3	112
2796	0	11	2	23	3	107
2797	1	9	4	35	3	57
2798	1	16	4	33	2	60
2799	0	7	1	3	4	78
2800	1	16	2	20	3	78
2801	1	11	2	30	3	94
2802	1	13	3	14	3	91
2803	0	5	5	26	2	59
2804	1	9	4	17	3	68
2805	0	9	1	2	4	119
2806	0	10	2	30	3	76
2807	0	10	1	2	4	103
2808	1	9	4	25	2	69
2809	0	10	1	4	4	81
2810	0	14	3	27	3	98
2811	0	18	1	6	3	87
2812	1	12	1	9	3	109
2813	0	10	2	17	3	58
2814	1	8	13	108	0	0
2815	0	6	3	18	3	87
2816	0	9	1	2	3	87
2817	1	7	13	107	0	0
2818	1	19	2	25	3	84
2819	0	9	4	33	3	70
2820	0	15	2	8	3	63
2821	0	15	1	4	4	144
2822	1	16	2	22	3	74
2823	1	24	2	24	3	100
2824	0	6	3	29	3	101
2825	1	8	1	2	4	99
2826	0	9	5	43	2	62
2827	0	12	3	22	3	73
2828	1	10	13	101	0	0
2829	1	12	1	4	4	101
2830	1	11	3	30	3	92
2831	1	14	8	74	1	30
2832	0	13	13	70	0	0
2833	1	10	4	18	3	57
2834	0	8	13	91	0	0
2835	1	14	13	87	0	0
2836	1	11	4	25	3	60
2837	0	6	4	29	2	80
2838	1	11	13	123	0	0
2839	1	26	2	20	3	33
2840	1	9	3	13	2	105
2841	0	8	8	65	1	30
2842	0	8	1	2	2	105
2843	1	13	1	4	3	117
2844	1	20	4	32	2	67
2845	0	4	5	30	2	46
2846	1	11	4	11	3	65
2847	0	9	3	9	3	97
2848	1	14	2	14	3	106
2849	0	4	2	12	3	95
2850	1	14	5	50	2	70
2851	1	9	2	11	2	55
2852	0	12	4	20	3	58
2853	0	14	1	3	4	87
2854	0	8	4	22	3	72
2855	1	11	1	8	3	104
2856	0	17	1	2	3	65
2857	1	5	5	37	2	48
2858	1	6	3	40	3	69
2859	1	19	1	6	3	91
2860	1	10	2	14	3	73
2861	0	13	2	20	3	92
2862	0	15	2	20	3	113
2863	1	22	1	2	3	96
2864	1	12	3	30	2	59
2865	1	8	7	62	2	37
2866	0	8	6	45	2	64
2867	1	13	2	11	3	70
2868	1	9	1	3	4	96
2869	1	12	2	8	3	94
2870	1	14	2	18	3	78
2871	1	11	2	23	3	89
2872	1	10	4	30	3	68
2873	0	12	5	50	2	54
2874	1	11	1	2	4	119
2875	0	13	2	14	3	133
2876	1	13	13	117	0	0
2877	1	7	6	42	2	45
2878	0	4	2	22	3	74
2879	1	8	1	10	4	80
2880	1	16	1	3	3	90
2881	0	10	5	38	2	48
2882	0	11	13	68	0	0
2883	0	10	4	20	3	91
2884	1	12	2	25	3	56
2885	0	13	13	83	0	0
2886	1	8	3	9	3	87
2887	1	11	5	27	2	59
2888	0	14	1	3	3	82
2889	1	8	2	12	3	68
2890	1	10	2	6	3	96
2891	0	9	3	28	3	77
2892	0	14	2	14	3	66
2893	0	21	2	16	3	110
2894	0	9	3	30	3	75
2895	1	21	2	22	3	110
2896	1	11	4	38	3	75
2897	0	11	2	15	3	100
2898	1	10	6	53	2	57
2899	0	13	1	7	3	70
2900	1	7	5	39	2	48
2901	0	12	2	14	3	102
2902	0	16	1	2	4	99
2903	1	7	4	21	3	90
2904	1	16	13	58	0	0
2905	1	13	1	2	4	90
2906	0	6	5	48	2	58
2907	0	5	2	4	3	69
2908	0	11	2	12	3	105
2909	0	10	3	30	3	57
2910	1	10	2	20	2	54
2911	1	7	2	5	3	60
2912	0	8	6	58	2	56
2913	0	11	2	20	3	63
2914	0	9	7	42	2	57
2915	0	9	3	26	2	50
2916	1	10	4	40	3	67
2917	1	14	1	2	4	87
2918	0	15	2	8	3	72
2919	1	18	3	19	3	56
2920	0	4	6	34	2	65
2921	0	9	3	30	3	100
2922	1	9	2	20	3	64
2923	0	8	7	54	2	60
2924	0	9	4	28	3	55
2925	1	11	4	38	2	49
2926	1	13	1	8	3	57
2927	1	9	7	66	1	30
2928	0	12	6	58	2	46
2929	0	19	1	2	3	88
2930	0	7	3	13	3	90
2931	1	6	3	30	3	66
2932	0	6	3	30	3	49
2933	0	8	5	50	2	76
2934	1	13	1	3	3	90
2935	1	6	8	33	1	47
2936	1	22	1	20	3	58
2937	1	8	1	9	3	45
2938	0	16	2	30	3	97
2939	0	9	2	20	3	89
2940	1	10	4	31	2	52
2941	1	8	13	92	0	0
2942	0	12	3	29	3	72
2943	0	11	3	33	2	94
2944	1	12	3	29	3	67
2945	1	10	6	53	2	36
2946	0	10	2	26	3	97
2947	1	15	1	2	3	116
2948	0	5	13	78	0	0
2949	0	8	5	33	2	45
2950	1	11	2	8	3	137
2951	0	9	1	6	3	67
2952	1	4	7	29	2	36
2953	1	12	3	8	2	60
2954	1	16	1	4	4	82
2955	1	15	1	3	3	133
2956	1	11	3	30	3	61
2957	0	11	1	2	4	93
2958	0	9	2	7	3	75
2959	1	13	1	2	3	81
2960	1	11	5	48	2	70
2961	1	5	1	4	4	97
2962	1	16	3	30	3	97
2963	1	14	1	2	3	72
2964	1	16	13	65	0	0
2965	0	15	2	22	3	43
2966	1	9	3	30	3	101
2967	0	10	1	2	3	79
2968	1	16	1	7	3	73
2969	0	17	2	20	3	84
2970	1	7	4	22	3	82
2971	1	5	1	4	4	75
2972	1	8	1	8	4	97
2973	1	8	1	3	3	62
2974	0	7	3	22	3	80
2975	1	12	2	5	3	109
2976	1	8	3	14	3	70
2977	1	8	9	58	1	40
2978	1	13	5	49	2	61
2979	1	8	4	16	3	81
2980	0	8	4	19	3	82
2981	0	10	1	4	4	84
2982	0	16	2	20	3	76
2983	1	9	2	6	3	70
2984	0	14	2	19	3	88
2985	1	6	6	36	2	36
2986	1	7	2	30	3	90
2987	1	9	2	12	3	81
2988	0	11	2	12	3	98
2989	1	14	1	2	4	81
2990	1	8	3	28	3	102
2991	0	6	3	27	2	54
2992	1	9	2	14	3	66
2993	1	7	7	46	2	57
2994	0	12	2	22	3	79
2995	0	10	3	23	3	110
2996	1	6	1	4	4	87
2997	1	7	4	29	2	56
2998	0	8	4	16	3	58
2999	0	17	3	30	3	86
3000	0	20	3	30	3	85
3001	1	10	2	12	3	60
3002	0	9	2	10	3	64
3003	0	5	1	2	3	96
3004	0	8	6	50	1	40
3005	1	18	2	20	2	66
3006	1	16	1	5	3	96
3007	0	8	7	44	2	48
3008	0	21	2	23	3	99
3009	0	7	4	40	2	40
3010	1	9	3	30	3	94
3011	1	8	3	21	3	85
3012	0	9	1	3	4	100
3013	1	4	3	9	3	63
3014	1	13	3	30	3	93
3015	1	15	13	67	0	0
3016	0	9	1	2	3	36
3017	0	3	3	15	3	75
3018	1	17	2	20	3	120
3019	0	10	4	31	3	96
3020	1	11	1	9	3	53
3021	0	5	2	4	3	81
3022	0	6	13	109	0	0
3023	1	9	1	2	3	59
3024	1	14	1	3	3	86
3025	0	5	4	22	2	82
3026	0	11	1	3	3	62
3027	0	7	1	3	3	132
3028	0	15	2	18	3	79
3029	1	17	4	36	3	104
3030	0	13	2	18	3	84
3031	1	13	3	28	3	97
3032	1	8	1	5	4	87
3033	0	12	1	2	3	72
3034	1	10	1	3	3	70
3035	0	12	4	21	3	80
3036	0	10	1	4	4	99
3037	0	7	1	8	4	94
3038	1	9	4	18	3	78
3039	0	11	2	20	3	93
3040	1	6	3	11	3	75
3041	0	14	1	2	4	115
3042	0	16	3	30	2	46
3043	0	13	1	4	3	91
3044	1	15	2	20	3	102
3045	0	10	5	48	2	36
3046	1	13	2	26	3	57
3047	1	10	5	35	2	60
3048	0	8	6	33	2	51
3049	1	8	3	11	3	51
3050	0	6	13	88	0	0
3051	0	15	1	3	3	116
3052	1	12	1	2	4	99
3053	0	4	13	113	0	0
3054	1	7	3	10	3	62
3055	0	5	13	92	0	0
3056	1	8	1	3	3	54
3057	0	5	4	33	3	71
3058	1	23	2	20	3	103
3059	1	11	2	20	3	69
3060	0	8	3	14	3	99
3061	0	5	6	43	2	39
3062	1	7	9	72	1	37
3063	1	4	13	69	0	0
3064	1	6	3	20	3	86
3065	1	16	1	3	4	126
3066	0	9	3	23	2	75
3067	1	12	9	88	1	40
3068	1	7	1	3	4	85
3069	0	25	3	30	3	90
3070	0	22	1	6	3	114
3071	1	12	1	2	4	97
3072	1	8	4	35	3	87
3073	1	10	4	25	3	75
3074	0	5	13	89	0	0
3075	1	10	3	22	3	54
3076	1	5	3	20	3	87
3077	1	7	13	107	0	0
3078	0	12	4	19	3	94
3079	1	10	1	2	4	91
3080	1	11	2	7	3	68
3081	1	11	5	43	2	51
3082	1	7	3	15	3	73
3083	0	4	6	42	2	61
3084	1	11	6	49	2	54
3085	1	8	5	50	2	48
3086	0	16	3	30	3	80
3087	1	12	4	23	2	39
3088	0	8	13	83	0	0
3089	1	9	4	26	3	82
3090	1	9	1	2	4	112
3091	1	14	1	3	3	100
3092	1	7	5	28	2	66
3093	1	10	13	99	0	0
3094	1	6	8	49	1	30
3095	1	11	2	10	3	81
3096	1	4	6	36	2	59
3097	1	8	4	21	3	71
3098	0	12	13	79	0	0
3099	1	5	4	17	3	71
3100	0	7	1	10	3	46
3101	1	7	4	42	3	81
3102	1	10	2	6	3	72
3103	0	6	1	3	4	101
3104	0	10	5	29	2	74
3105	0	15	1	4	3	98
3106	1	13	1	2	3	94
3107	1	5	4	40	2	60
3108	1	6	4	29	3	77
3109	1	14	3	28	3	87
3110	0	13	3	20	3	60
3111	1	11	13	91	0	0
3112	0	5	3	8	3	98
3113	1	11	1	5	3	106
3114	1	10	2	22	3	88
3115	0	5	1	7	4	90
3116	1	8	2	13	3	94
3117	0	10	1	9	4	117
3118	0	4	6	28	2	80
3119	1	10	3	14	3	117
3120	1	13	1	9	3	98
3121	0	9	13	80	0	0
3122	0	9	1	2	4	97
3123	1	5	13	103	0	0
3124	1	20	1	10	3	114
3125	1	6	3	15	3	81
3126	0	11	1	3	4	119
3127	0	15	2	17	3	61
3128	1	4	10	81	1	40
3129	1	13	13	119	0	0
3130	0	2	6	19	2	54
3131	0	7	3	10	3	81
3132	0	4	5	34	2	60
3133	0	10	1	2	3	114
3134	1	4	7	53	1	30
3135	1	11	6	52	2	42
3136	1	8	6	58	2	44
3137	1	12	1	5	4	116
3138	1	17	3	18	2	51
3139	0	13	1	3	4	120
3140	0	11	1	5	4	97
3141	1	11	5	50	2	32
3142	1	13	1	10	3	77
3143	1	10	7	64	2	51
3144	0	9	3	23	3	61
3145	0	10	1	2	3	96
3146	0	4	13	98	0	0
3147	1	11	10	85	1	40
3148	0	16	2	20	3	97
3149	1	9	1	4	4	95
3150	1	3	7	51	2	64
3151	0	6	5	20	2	45
3152	1	7	1	10	4	97
3153	0	13	2	24	3	55
3154	1	10	2	10	3	77
3155	1	7	7	50	2	66
3156	0	10	4	29	3	100
3157	1	5	7	25	2	54
3158	1	8	4	15	2	38
3159	1	8	3	18	3	86
3160	0	6	6	21	2	57
3161	0	12	4	27	3	87
3162	1	8	5	35	2	49
3163	0	11	6	55	2	55
3164	0	14	1	10	3	97
3165	1	9	13	114	0	0
3166	1	17	6	43	2	36
3167	0	12	2	20	3	81
3168	1	7	10	65	1	30
3169	0	9	13	114	0	0
3170	1	9	2	8	3	69
3171	1	13	3	30	3	91
3172	1	6	13	108	0	0
3173	0	12	2	13	3	53
3174	1	10	3	29	3	62
3175	0	5	5	31	2	69
3176	1	7	13	93	0	0
3177	0	8	4	40	3	100
3178	1	10	3	23	3	73
3179	1	6	8	67	1	30
3180	0	10	6	39	1	50
3181	1	5	6	34	2	60
3182	1	12	2	19	3	91
3183	0	7	2	6	3	88
3184	0	4	7	53	2	57
3185	0	10	1	2	3	75
3186	1	13	3	30	3	80
3187	0	4	5	24	2	52
3188	1	9	3	30	3	69
3189	0	13	4	14	3	78
3190	0	13	1	10	3	98
3191	0	9	1	3	3	63
3192	0	9	3	22	3	66
3193	1	15	2	16	3	84
3194	1	13	1	2	4	115
3195	1	10	1	4	4	106
3196	1	7	3	16	3	91
3197	0	12	3	20	3	79
3198	1	5	6	39	2	48
3199	0	14	1	4	2	99
3200	1	34	1	20	3	98
3201	0	9	1	2	4	85
3202	1	9	3	10	3	73
3203	0	4	5	33	2	59
3204	0	4	3	13	3	81
3205	1	14	4	40	3	88
3206	1	17	4	40	3	63
3207	0	6	3	23	3	89
3208	0	6	1	2	4	93
3209	1	15	3	40	2	91
3210	0	8	3	28	3	90
3211	0	11	2	15	3	118
3212	0	5	13	100	0	0
3213	0	7	2	18	3	84
3214	1	5	6	46	2	60
3215	1	4	4	49	2	79
3216	1	10	1	3	4	113
3217	1	10	1	8	3	72
3218	0	13	1	4	4	106
3219	1	8	2	12	2	79
3220	1	6	9	75	1	40
3221	1	8	4	31	3	72
3222	0	12	2	20	3	79
3223	0	11	4	25	2	70
3224	0	6	3	22	3	57
3225	0	6	3	17	3	77
3226	0	26	1	2	3	78
3227	1	23	3	12	3	60
3228	0	16	2	30	3	67
3229	0	14	4	22	2	70
3230	0	7	6	47	2	60
3231	0	8	3	16	3	98
3232	1	8	4	19	3	79
3233	0	17	1	4	3	104
3234	0	14	1	8	4	87
3235	0	5	2	20	3	63
3236	0	5	4	20	3	87
3237	1	7	13	113	0	0
3238	1	8	2	20	3	82
3239	0	15	2	25	3	92
3240	1	11	3	25	3	69
3241	0	15	4	35	2	55
3242	1	11	9	70	1	50
3243	1	5	4	32	3	84
3244	0	10	1	2	4	80
3245	0	16	3	16	3	94
3246	1	16	5	41	2	51
3247	0	6	3	16	3	70
3248	0	4	6	60	2	55
3249	0	10	2	20	3	104
3250	0	4	7	43	2	60
3251	1	13	2	20	3	80
3252	0	8	3	6	3	94
3253	1	12	3	16	3	93
3254	0	7	13	90	0	0
3255	0	9	2	9	3	78
3256	0	14	1	10	2	99
3257	0	9	13	83	0	0
3258	0	7	2	20	3	77
3259	0	11	1	3	2	95
3260	1	7	5	33	2	69
3261	0	6	4	19	3	75
3262	0	12	1	5	3	116
3263	1	10	2	8	3	96
3264	1	14	2	20	3	81
3265	0	11	13	78	0	0
3266	0	16	2	6	3	73
3267	1	14	3	24	3	131
3268	0	10	6	55	2	58
3269	1	9	13	78	0	0
3270	0	7	6	28	2	67
3271	0	6	2	6	3	82
3272	0	8	6	52	2	62
3273	0	11	3	13	3	60
3274	0	9	4	19	3	90
3275	1	4	3	11	3	73
3276	0	6	3	30	3	104
3277	1	7	1	3	3	66
3278	1	17	2	20	3	66
3279	1	10	3	23	2	56
3280	0	9	4	39	3	122
3281	0	6	4	18	3	81
3282	1	15	7	67	2	48
3283	1	5	6	39	2	57
3284	1	5	5	30	2	60
3285	1	5	2	8	3	79
3286	1	16	3	15	2	62
3287	1	13	3	23	3	63
3288	1	11	4	15	3	77
3289	0	8	1	4	4	96
3290	1	7	6	49	2	49
3291	1	7	1	2	4	102
3292	0	9	1	2	3	91
3293	1	6	13	79	0	0
3294	0	7	2	12	3	94
3295	0	16	4	37	3	104
3296	0	7	4	19	3	69
3297	1	8	6	47	2	57
3298	0	14	1	7	3	105
3299	0	10	1	2	4	62
3300	1	18	2	20	3	66
3301	1	9	1	4	4	78
3302	1	13	8	44	1	40
3303	1	17	2	16	3	74
3304	1	5	4	36	3	90
3305	1	15	1	6	3	133
3306	0	8	3	14	3	57
3307	0	6	1	5	4	103
3308	1	6	3	18	2	44
3309	0	7	1	7	3	76
3310	1	8	1	4	4	99
3311	1	8	4	31	3	105
3312	1	15	3	30	3	56
3313	1	12	2	15	3	94
3314	1	11	3	28	3	84
3315	1	12	1	4	3	107
3316	1	6	1	4	3	88
3317	0	12	1	8	3	86
3318	1	9	1	2	4	77
3319	1	15	2	16	3	62
3320	1	6	2	20	3	74
3321	0	9	2	12	3	105
3322	1	5	13	99	0	0
3323	1	13	1	6	3	104
3324	1	9	6	47	2	60
3325	1	11	2	13	3	90
3326	0	20	2	23	3	110
3327	0	5	3	15	3	87
3328	1	6	2	23	3	54
3329	0	4	4	35	3	64
3330	1	15	1	5	3	54
3331	0	12	3	30	3	63
3332	1	18	1	10	3	67
3333	0	4	2	13	3	97
3334	0	8	6	60	2	59
3335	0	10	2	20	3	97
