Seed	PlayerNr	Round	LoserHandCardCount	LoserHandValue	LoserFilledCardSpots	LoserCardSpotsValue
124	0	10	1	3	4	112
125	1	15	2	12	3	93
126	0	7	3	30	3	84
127	1	13	3	28	3	72
128	0	13	13	100	0	0
129	1	17	2	30	3	75
130	1	6	13	88	0	0
131	1	9	4	25	2	79
132	1	10	13	70	0	0
133	0	13	5	50	2	50
134	1	4	7	57	2	54
135	0	10	6	26	2	68
136	0	15	3	18	3	69
137	0	7	13	103	0	0
138	0	10	2	30	3	94
139	0	11	3	25	3	96
140	1	8	2	9	3	91
141	1	10	4	38	3	75
142	0	18	2	22	3	88
143	0	14	5	48	2	80
144	0	13	1	10	3	68
145	1	17	1	4	3	114
146	1	10	1	10	3	74
147	1	8	4	21	3	54
148	0	13	2	6	3	99
149	1	11	13	84	0	0
150	1	10	3	29	3	110
151	0	7	6	39	2	60
152	0	11	2	17	3	78
153	1	19	3	30	3	78
154	0	15	2	18	3	85
155	1	10	6	44	2	76
156	1	11	7	54	2	44
157	1	14	4	40	2	70
158	1	9	13	104	0	0
159	0	10	2	12	3	91
160	1	12	1	3	4	121
161	0	13	3	17	3	48
162	1	7	13	105	0	0
163	0	7	4	27	3	77
164	0	14	2	18	3	91
165	0	12	1	5	4	94
166	0	13	6	55	2	61
167	0	11	4	14	3	72
168	0	12	1	4	3	69
169	1	8	7	47	2	70
170	0	9	4	40	3	78
171	0	8	4	26	3	67
172	0	6	4	39	3	88
173	1	20	6	58	2	45
174	1	21	1	4	3	106
175	0	8	4	32	3	66
176	1	10	13	86	0	0
177	1	12	13	126	0	0
178	0	8	13	64	0	0
179	1	7	13	113	0	0
180	1	3	3	13	3	72
181	1	3	13	88	0	0
182	0	7	2	22	3	72
183	0	10	1	8	4	111
184	1	12	13	103	0	0
185	0	7	3	10	3	79
186	1	4	1	3	4	96
187	0	8	2	10	3	85
188	0	9	2	20	3	93
189	1	7	2	14	3	65
190	0	10	7	58	2	60
191	0	12	1	3	4	105
192	0	22	2	30	3	97
193	0	9	2	22	3	70
194	1	13	1	10	3	82
195	1	19	1	3	2	52
196	1	7	3	10	3	92
197	1	12	5	35	2	41
198	1	6	13	80	0	0
199	0	16	6	53	2	55
200	0	10	1	4	4	93
201	0	8	3	19	3	79
202	0	7	1	5	4	105
203	0	5	3	18	3	60
204	0	16	2	7	3	79
205	1	16	1	4	3	114
206	0	21	2	8	3	108
207	0	6	3	14	3	68
208	0	8	2	12	3	113
209	1	4	13	70	0	0
210	0	23	1	5	3	80
211	0	15	2	12	3	70
212	0	22	2	20	3	118
213	0	10	5	40	2	70
214	1	17	4	34	3	71
215	0	10	2	13	3	55
216	1	9	1	4	3	70
217	1	17	2	20	3	78
218	0	8	13	88	0	0
219	1	8	4	19	3	63
220	0	8	5	39	2	56
221	1	11	3	22	3	56
222	1	15	13	83	0	0
223	0	7	2	16	3	77
224	1	8	3	22	3	73
225	1	7	6	58	2	60
226	1	8	1	5	4	106
227	1	12	3	21	3	97
228	1	12	2	11	3	77
229	1	11	13	53	0	0
230	1	9	4	32	3	81
231	1	13	13	114	0	0
232	1	17	3	12	2	76
233	0	17	2	20	3	77
234	1	17	2	19	3	96
235	0	7	4	14	3	81
236	1	8	13	75	0	0
237	0	16	1	10	3	100
238	1	10	4	40	3	87
239	1	11	13	83	0	0
240	0	9	13	105	0	0
241	1	13	13	80	0	0
242	1	12	1	9	4	127
243	1	5	13	86	0	0
244	1	9	3	22	3	104
245	0	17	13	89	0	0
246	0	10	6	33	2	50
247	0	6	1	4	3	111
248	1	13	1	2	4	108
249	0	7	4	25	3	68
250	0	9	7	52	2	64
251	0	18	13	78	0	0
252	0	11	2	22	3	84
253	0	21	2	25	3	91
254	0	13	3	22	3	84
255	0	12	1	3	4	118
256	1	7	3	9	3	82
257	0	17	2	20	3	132
258	1	8	5	43	2	64
259	0	11	4	14	3	68
260	1	3	2	20	3	63
261	1	11	2	15	3	77
262	0	10	2	7	3	114
263	0	6	13	91	0	0
264	1	10	4	32	3	85
265	0	14	4	16	2	60
266	1	5	13	99	0	0
267	0	8	3	19	3	93
268	0	7	3	22	3	86
269	1	5	2	10	3	83
270	0	20	2	8	3	64
271	0	6	2	5	3	78
272	0	6	13	78	0	0
273	0	16	4	11	3	54
274	0	13	3	20	3	109
275	1	12	3	21	3	76
276	0	25	2	24	3	104
277	1	11	3	15	3	65
278	0	10	3	30	3	67
279	0	11	3	30	3	81
280	0	9	3	31	3	90
281	1	10	3	21	2	90
282	0	18	1	6	3	74
283	1	14	1	3	3	94
284	1	13	13	114	0	0
285	1	11	4	40	2	45
286	0	13	5	22	2	45
287	0	7	5	43	2	61
288	0	16	3	30	3	84
289	1	5	4	23	3	88
290	1	6	1	2	3	68
291	0	7	6	43	2	61
292	0	16	1	4	3	113
293	0	7	2	13	3	114
294	0	23	2	20	3	81
295	1	12	1	2	3	107
296	0	11	13	89	0	0
297	1	9	13	102	0	0
298	0	11	3	19	3	92
299	1	13	1	2	4	92
300	0	9	2	8	3	77
301	1	9	3	30	3	74
302	0	8	1	2	4	84
303	1	13	6	43	2	45
304	1	6	6	44	2	62
305	0	13	2	24	3	100
306	1	12	4	15	3	70
307	1	5	3	22	3	69
308	0	12	1	6	4	100
309	1	3	4	21	3	82
310	1	11	3	28	3	84
311	1	9	13	109	0	0
312	1	13	1	2	3	80
313	0	4	1	2	4	86
314	1	6	13	91	0	0
315	0	14	3	19	3	105
316	0	19	1	3	2	97
317	0	16	4	27	3	83
318	1	10	4	19	3	98
319	1	18	2	22	3	66
320	1	6	1	2	3	82
321	0	8	1	2	4	99
322	1	18	1	10	4	125
323	0	12	4	20	3	65
324	1	19	1	2	4	110
325	0	10	3	30	3	69
326	1	9	7	48	2	48
327	1	11	2	10	3	83
328	0	9	3	22	3	91
329	1	7	3	21	2	74
330	0	11	1	5	3	140
331	1	17	7	52	2	60
332	1	16	2	20	3	73
333	0	12	3	30	3	80
334	0	9	3	11	3	103
335	0	4	3	7	3	102
336	0	23	2	20	3	86
337	1	5	3	16	3	73
338	1	12	3	22	3	54
339	0	4	6	52	2	55
340	1	24	2	23	3	90
341	1	10	2	8	3	69
342	1	11	2	20	3	81
343	1	18	2	26	3	45
344	0	4	1	7	4	90
345	0	10	2	20	3	74
346	1	9	3	30	3	85
347	1	18	1	2	4	99
348	1	11	7	54	2	45
349	0	17	3	26	3	96
350	1	11	2	18	3	100
351	0	8	13	79	0	0
352	1	15	2	30	3	69
353	1	9	3	26	3	67
354	0	5	4	16	3	58
355	1	14	13	123	0	0
356	1	20	1	9	3	103
357	1	2	13	85	0	0
358	0	6	4	34	3	63
359	0	4	6	48	2	70
360	1	6	13	84	0	0
361	1	3	13	107	0	0
362	1	11	1	2	4	95
363	0	13	3	14	3	97
364	0	12	4	32	3	85
365	1	15	1	4	3	99
366	1	10	2	13	3	100
367	0	16	3	27	3	100
368	0	5	4	16	3	86
369	1	7	2	10	3	88
370	0	3	5	34	2	60
371	1	12	5	43	2	73
372	0	20	1	7	3	114
373	0	6	1	6	4	89
374	0	12	13	106	0	0
375	1	15	2	18	3	96
376	1	12	1	5	4	91
377	1	10	5	50	2	75
378	0	19	2	13	3	82
379	0	9	1	2	4	113
380	0	6	3	10	3	87
381	1	3	13	85	0	0
382	0	14	2	19	3	103
383	1	9	2	5	3	57
384	0	11	1	6	4	95
385	1	6	6	32	2	60
386	0	12	2	20	3	85
387	0	10	1	10	3	105
388	1	12	3	30	3	94
389	1	12	4	21	3	80
390	1	8	3	14	3	100
391	0	8	13	83	0	0
392	0	7	7	65	2	60
393	1	6	1	4	4	100
394	1	12	4	32	2	68
395	1	9	6	39	2	57
396	0	11	3	17	3	92
397	0	18	5	45	2	67
398	0	8	13	119	0	0
399	1	5	13	93	0	0
400	1	6	3	14	3	69
401	1	10	3	25	3	95
402	1	7	13	98	0	0
403	0	13	2	6	3	80
404	1	15	2	20	3	90
405	0	16	1	2	3	60
406	0	21	1	8	3	88
407	1	10	3	16	3	78
408	0	7	3	20	3	72
409	1	11	1	10	3	70
410	1	13	1	4	4	127
411	0	19	2	20	3	56
412	1	3	13	91	0	0
413	1	11	5	49	2	60
414	1	15	2	13	3	69
415	1	15	1	2	3	111
416	0	5	1	7	3	75
417	1	12	4	40	2	68
418	0	26	1	2	3	70
419	1	11	4	17	3	76
420	1	5	4	24	3	57
421	0	11	13	118	0	0
422	1	14	2	23	3	76
423	1	11	1	20	3	99
424	1	4	3	19	3	56
425	1	9	2	20	3	60
426	0	5	6	28	2	70
427	0	7	5	33	2	60
428	1	8	13	97	0	0
429	0	13	1	3	4	84
430	1	8	2	7	3	95
431	0	10	1	2	3	100
432	1	20	3	20	3	100
433	0	12	2	7	3	98
434	0	7	2	13	3	78
435	0	11	2	20	3	125
436	1	8	3	23	3	74
437	1	5	6	36	2	60
438	0	12	13	96	0	0
439	1	8	2	5	3	59
440	0	13	1	10	3	85
441	0	18	2	20	3	99
442	1	8	2	20	3	117
443	0	18	2	22	3	98
444	1	9	1	9	4	84
445	1	10	2	12	3	97
446	1	14	4	40	3	57
447	1	8	2	8	3	61
448	0	8	13	111	0	0
449	0	14	3	16	3	48
450	1	16	1	5	3	76
451	0	6	3	23	3	104
452	0	6	13	84	0	0
453	1	10	1	8	3	90
454	1	5	13	96	0	0
455	0	8	3	20	3	69
456	1	6	6	34	2	61
457	0	3	1	3	4	113
458	1	9	5	43	2	54
459	0	14	2	11	3	112
460	0	15	2	18	3	111
461	1	9	13	96	0	0
462	1	10	5	23	2	45
463	1	15	5	49	2	64
464	0	8	1	2	3	97
465	1	12	1	8	3	84
466	0	11	1	4	4	69
467	1	13	1	3	4	105
468	1	7	13	89	0	0
469	0	11	1	3	3	70
470	1	10	5	36	2	60
471	1	12	13	100	0	0
472	0	6	3	10	3	90
473	1	11	2	10	3	93
474	0	7	3	24	3	49
475	1	6	3	26	3	110
476	1	11	4	27	3	72
477	1	4	7	47	2	55
478	0	18	1	4	3	129
479	0	8	3	10	3	87
480	0	6	7	46	2	52
481	1	17	13	82	0	0
482	1	9	5	45	2	57
483	1	4	6	58	1	40
484	1	17	2	29	3	45
485	0	8	2	10	3	108
486	0	8	13	80	0	0
487	0	6	3	25	3	90
488	1	11	2	11	3	82
489	1	10	13	87	0	0
490	1	10	1	4	3	81
491	0	8	2	13	3	84
492	1	7	1	2	4	89
493	0	11	2	10	3	100
494	1	15	1	3	3	66
495	0	18	1	5	3	128
496	0	24	1	3	3	96
497	0	13	4	27	2	45
498	0	3	1	6	4	85
499	1	13	1	5	3	81
500	0	16	2	20	3	60
501	0	11	1	20	3	63
502	1	4	4	15	3	67
503	0	7	3	28	3	84
504	0	9	2	20	3	94
505	0	3	5	23	2	70
506	0	3	7	48	2	54
507	1	15	1	4	3	60
508	1	11	2	10	3	87
509	1	11	3	19	3	53
510	0	16	3	30	3	107
511	0	7	4	17	3	82
512	1	15	13	57	0	0
513	0	14	5	37	2	75
514	1	11	2	25	3	90
515	1	13	1	2	3	102
516	0	13	3	28	3	88
517	1	11	3	14	3	60
518	0	9	7	68	2	64
519	1	11	3	21	3	87
520	1	12	5	33	2	70
521	0	8	1	2	4	127
522	1	4	6	36	2	51
523	1	10	5	36	2	42
524	1	4	4	23	3	66
525	0	14	2	5	3	90
526	0	5	13	93	0	0
527	0	6	13	93	0	0
528	0	10	2	14	3	82
529	0	15	2	10	3	55
530	1	11	4	31	3	45
531	1	11	3	33	3	90
532	1	5	4	39	3	72
533	0	7	1	3	3	83
534	0	13	13	62	0	0
535	1	13	4	40	3	91
536	0	8	13	80	0	0
537	1	9	2	18	3	58
538	0	13	2	20	3	74
539	1	17	13	106	0	0
540	1	8	1	2	4	96
541	0	14	3	27	3	92
542	0	6	1	5	3	104
543	1	27	2	22	3	108
544	1	9	2	11	3	75
545	1	10	3	23	3	55
546	0	15	3	16	3	84
547	1	3	2	11	3	59
548	1	5	2	6	3	61
549	1	10	2	27	3	95
550	0	9	2	10	3	72
551	1	9	6	42	2	69
552	1	6	1	10	4	104
553	0	12	6	42	2	58
554	1	11	2	8	3	90
555	0	8	2	20	3	100
556	1	10	2	8	3	72
557	1	11	1	4	3	81
558	0	9	5	44	2	55
559	1	6	4	39	2	42
560	0	16	3	8	3	47
561	0	13	6	55	2	48
562	0	12	3	10	3	84
563	0	9	13	93	0	0
564	1	21	1	2	4	111
565	0	11	2	11	3	64
566	0	10	2	19	3	106
567	1	11	5	28	2	70
568	0	10	1	10	3	128
569	1	16	5	39	2	47
570	0	8	13	64	0	0
571	1	10	1	2	4	122
572	0	14	3	20	2	70
573	0	6	13	98	0	0
574	0	10	1	6	3	84
575	1	13	4	25	3	75
576	1	10	4	37	3	67
577	0	10	3	16	3	92
578	1	16	1	2	4	102
579	0	6	3	14	3	91
580	0	8	1	5	3	80
581	1	15	2	8	3	106
582	0	5	4	28	3	60
583	1	6	3	17	3	85
584	0	9	3	27	3	82
585	0	21	1	4	3	88
586	0	10	3	16	3	94
587	1	9	5	39	2	60
588	1	13	2	23	3	105
589	0	15	1	2	4	130
590	0	22	2	22	3	54
591	1	13	1	4	3	95
592	1	10	5	42	2	75
593	1	11	4	30	3	114
594	1	11	2	20	3	96
595	1	11	1	3	4	91
596	0	11	13	107	0	0
597	1	6	3	13	3	85
598	1	14	2	22	3	82
599	0	18	2	20	3	90
600	0	6	4	32	2	68
601	1	8	3	28	3	78
602	1	11	2	4	3	73
603	0	12	4	35	2	55
604	0	8	6	54	1	40
605	0	10	1	2	4	120
606	0	9	2	12	3	87
607	1	14	1	3	3	91
608	0	6	6	25	2	70
609	1	5	4	16	3	87
610	0	12	3	30	3	79
611	1	6	5	47	2	57
612	1	10	2	12	3	77
613	1	6	6	26	2	55
614	1	10	3	29	2	75
615	0	10	4	11	3	78
616	1	17	3	18	3	70
617	1	10	13	105	0	0
618	1	23	3	12	3	100
619	0	5	13	90	0	0
620	0	11	2	18	3	85
621	1	17	2	20	3	65
622	0	13	1	5	4	115
623	0	5	1	2	4	102
624	0	6	13	95	0	0
625	1	10	13	114	0	0
626	1	10	4	40	3	78
627	1	7	2	4	3	83
628	1	14	1	2	3	59
629	1	16	4	26	2	86
630	1	11	13	93	0	0
631	0	9	1	20	3	104
632	1	10	13	105	0	0
633	0	17	1	3	3	71
634	0	10	4	40	3	77
635	1	7	5	31	2	70
636	0	10	13	96	0	0
637	0	11	5	43	2	54
638	0	12	2	18	3	79
639	1	12	2	16	3	100
640	0	26	2	22	3	119
641	1	10	1	9	4	97
642	0	7	3	30	3	102
643	0	10	2	16	3	60
644	1	8	1	3	4	102
645	0	15	3	16	3	53
646	0	5	4	16	3	110
647	1	5	4	25	3	55
648	0	11	1	4	4	91
649	1	18	2	20	3	106
650	1	14	7	59	2	66
651	0	16	2	20	3	80
652	0	6	2	10	3	94
653	0	13	1	3	3	129
654	0	13	3	27	3	87
655	1	13	13	75	0	0
656	0	7	1	8	3	120
657	1	11	1	3	3	85
658	1	11	3	11	3	67
659	1	12	5	39	2	65
660	1	11	2	28	3	73
661	0	6	1	5	3	49
662	1	15	1	2	3	94
663	1	7	4	23	3	54
664	1	5	13	84	0	0
665	0	10	3	23	3	86
666	1	12	13	98	0	0
667	0	11	2	16	3	52
668	0	10	4	36	3	54
669	1	4	13	101	0	0
670	1	6	13	113	0	0
671	1	12	1	2	4	63
672	1	9	1	6	3	102
673	1	27	2	22	3	113
674	1	6	3	25	3	79
675	0	15	4	31	3	42
676	1	13	1	2	4	87
677	1	14	3	23	3	74
678	1	11	2	23	3	48
679	1	12	13	65	0	0
680	0	8	13	102	0	0
681	0	6	1	2	3	87
682	0	11	13	98	0	0
683	0	6	3	24	3	85
684	0	11	1	2	3	96
685	1	6	5	29	2	55
686	1	4	2	8	3	76
687	0	8	7	61	2	73
688	1	15	1	4	4	110
689	1	10	13	80	0	0
690	0	8	13	105	0	0
691	0	10	1	4	4	97
692	0	9	3	18	2	42
693	1	12	3	26	3	69
694	1	8	13	91	0	0
695	0	17	1	2	4	53
696	0	11	2	19	3	87
697	0	6	13	68	0	0
698	0	6	1	7	4	84
699	1	10	1	3	3	82
700	0	4	4	23	3	55
701	1	5	4	22	3	77
702	0	8	1	10	3	91
703	1	12	4	24	2	65
704	0	8	3	15	3	87
705	0	7	4	12	2	52
706	1	5	13	110	0	0
707	1	9	2	6	3	105
708	0	12	13	114	0	0
709	0	13	1	3	3	110
710	0	5	4	15	3	87
711	0	12	3	14	3	93
712	0	12	1	8	3	69
713	0	9	1	3	3	93
714	1	11	3	26	3	78
715	0	8	1	3	3	112
716	0	9	2	9	3	88
717	1	6	4	11	3	82
718	1	11	1	2	3	99
719	1	11	2	9	3	59
720	0	10	2	6	3	83
721	1	4	3	16	2	50
722	0	14	3	22	2	82
723	1	22	2	20	3	114
724	1	4	4	25	3	75
725	0	6	13	99	0	0
726	0	17	2	12	3	64
727	1	5	3	16	3	106
728	0	11	4	32	3	75
729	1	10	4	23	2	60
730	1	9	13	101	0	0
731	0	16	2	23	3	101
732	1	17	1	10	4	108
733	0	6	5	30	2	70
734	0	12	13	114	0	0
735	1	12	1	8	3	90
736	1	11	2	12	3	91
737	1	8	1	2	4	137
738	1	13	1	10	3	72
739	0	12	1	8	3	97
740	0	13	3	23	3	75
741	1	16	3	29	3	94
742	0	10	3	14	3	110
743	1	11	4	14	3	100
744	1	5	2	12	3	87
745	1	7	4	10	3	73
746	0	5	4	25	3	63
747	1	11	3	29	3	71
748	1	14	5	43	2	60
749	1	18	1	3	3	95
750	0	8	1	3	4	72
751	0	6	3	18	3	91
752	0	13	2	20	3	101
753	1	12	4	11	3	78
754	0	5	1	5	4	97
755	0	13	3	13	3	64
756	0	7	2	4	3	121
757	1	7	4	32	3	69
758	1	9	1	5	3	97
759	1	6	4	35	3	90
760	0	10	2	20	3	98
761	0	18	3	23	3	100
762	1	8	3	13	3	81
763	1	16	2	8	3	92
764	1	6	2	4	3	64
765	1	11	5	34	2	60
766	1	15	1	4	4	102
767	1	18	3	15	3	89
768	0	4	3	11	3	79
769	1	11	3	22	3	84
770	1	21	1	2	4	86
771	0	11	2	13	3	91
772	0	9	13	124	0	0
773	1	7	4	26	2	40
774	0	11	13	76	0	0
775	0	8	2	20	3	64
776	0	13	1	3	3	74
777	0	21	2	12	3	128
778	1	9	6	54	2	48
779	1	5	1	2	3	68
780	0	23	13	60	0	0
781	1	17	2	20	3	96
782	0	6	2	6	3	79
783	1	12	3	22	3	81
784	0	10	2	10	3	75
785	0	14	1	5	3	85
786	0	6	4	29	3	71
787	1	8	5	38	2	50
788	0	10	2	20	3	103
789	0	16	1	3	3	74
790	1	7	1	10	4	108
791	1	12	2	14	3	72
792	1	8	1	3	4	95
793	0	13	1	3	4	79
794	0	11	2	20	3	76
795	0	16	1	8	4	112
796	0	6	3	17	3	92
797	0	6	2	14	3	95
798	1	8	13	83	0	0
799	0	11	1	2	4	91
800	0	11	5	33	2	52
801	0	10	13	109	0	0
802	1	12	2	5	3	94
803	1	6	4	26	2	75
804	0	11	13	64	0	0
805	0	8	4	36	3	105
806	0	9	4	32	2	66
807	0	3	7	38	2	60
808	0	13	7	65	2	64
809	1	7	4	27	2	60
810	1	19	13	118	0	0
811	0	8	7	42	2	46
812	0	13	2	19	3	117
813	0	6	13	79	0	0
814	0	8	2	16	3	105
815	1	8	13	71	0	0
816	1	9	1	2	4	101
817	0	10	1	2	4	98
818	0	6	4	19	3	90
819	1	14	2	11	3	57
820	0	8	1	2	4	72
821	0	6	13	91	0	0
822	0	6	6	50	2	64
823	1	4	4	40	3	71
824	0	7	2	12	3	64
825	0	14	1	2	3	101
826	1	9	1	2	3	84
827	1	13	3	30	3	85
828	1	13	2	20	3	101
829	1	15	13	82	0	0
830	1	11	13	69	0	0
831	1	12	13	93	0	0
832	1	11	7	46	2	45
833	0	10	1	3	3	63
834	1	8	3	15	3	75
835	1	17	5	50	2	44
836	1	9	5	21	2	41
837	1	14	2	23	3	91
838	0	15	1	3	3	43
839	0	6	1	3	3	93
840	1	9	13	102	0	0
841	0	12	2	20	3	95
842	0	13	1	10	4	104
843	0	7	1	8	4	108
844	1	18	4	40	2	65
845	0	21	1	7	3	44
846	0	18	1	2	4	115
847	1	15	1	6	3	107
848	1	9	2	14	3	72
849	0	8	13	102	0	0
850	0	18	1	2	3	78
851	1	7	3	30	3	69
852	0	7	4	13	3	84
853	1	9	1	3	4	97
854	1	14	4	28	3	63
855	0	21	4	39	3	102
856	1	18	1	2	4	88
857	1	7	13	105	0	0
858	1	7	13	95	0	0
859	1	9	13	113	0	0
860	0	9	3	21	3	68
861	1	15	13	95	0	0
862	0	12	6	50	2	45
863	1	6	4	15	3	57
864	0	4	7	43	2	52
865	1	19	3	37	3	75
866	1	7	3	17	3	107
867	0	6	1	4	4	115
868	1	20	2	24	3	82
869	1	7	6	59	2	54
870	0	10	13	121	0	0
871	0	5	3	10	3	50
872	1	21	3	28	2	52
873	0	17	3	27	3	81
874	1	14	13	98	0	0
875	1	9	1	2	4	69
876	1	7	2	12	3	106
877	1	18	1	3	4	112
878	0	13	1	2	4	100
879	1	11	2	11	3	108
880	1	10	1	2	4	78
881	0	11	13	81	0	0
882	1	10	6	56	2	70
883	1	11	2	19	3	65
884	0	7	2	12	3	81
885	0	16	2	22	3	76
886	1	10	3	22	3	78
887	1	7	1	2	4	119
888	1	12	3	17	3	90
889	1	5	7	40	2	54
890	1	13	4	40	3	75
891	1	5	6	42	2	40
892	1	6	6	42	2	60
893	1	5	13	98	0	0
894	0	6	4	21	3	72
895	0	10	2	12	3	57
896	0	15	6	52	2	57
897	0	4	13	106	0	0
898	1	11	4	17	3	75
899	1	3	4	22	3	79
900	1	11	2	5	3	97
901	1	9	3	14	3	78
902	1	7	5	31	2	60
903	0	9	13	84	0	0
904	0	19	1	2	3	132
905	0	8	5	50	2	65
906	1	10	7	60	2	60
907	0	10	13	95	0	0
908	1	11	2	20	3	100
909	0	2	4	25	3	68
910	0	6	6	36	2	58
911	0	16	1	10	4	109
912	0	15	3	19	3	96
913	1	20	1	3	3	110
914	1	8	3	17	3	87
915	1	13	2	15	3	76
916	1	13	1	2	4	83
917	0	9	4	40	3	64
918	0	13	3	16	3	78
919	0	5	6	37	2	60
920	1	15	3	24	3	66
921	0	7	1	2	4	66
922	0	16	2	27	3	109
923	0	13	2	19	2	62
924	1	11	4	33	2	54
925	0	6	13	81	0	0
926	1	23	2	25	3	92
927	0	5	1	2	3	82
928	0	7	4	11	3	101
929	0	14	6	37	2	60
930	0	12	3	30	3	67
931	1	5	3	9	3	72
932	1	7	13	101	0	0
933	1	14	1	4	4	105
934	0	6	5	28	2	42
935	0	7	3	23	3	75
936	1	10	5	33	2	66
937	1	8	4	40	3	49
938	1	10	5	29	2	69
939	0	10	2	30	3	93
940	0	6	13	98	0	0
941	1	10	6	33	2	80
942	1	6	13	75	0	0
943	1	8	1	8	4	104
944	1	9	1	3	3	78
945	0	10	2	8	3	57
946	0	6	4	29	2	87
947	1	4	13	85	0	0
948	0	14	4	25	3	68
949	0	14	1	4	4	103
950	1	13	1	10	4	102
951	1	5	2	20	3	52
952	1	10	1	3	4	95
953	0	12	1	2	3	95
954	0	4	6	46	2	56
955	0	14	1	5	3	57
956	0	16	1	2	3	111
957	0	20	2	20	3	74
958	0	7	2	13	3	82
959	0	11	4	16	3	86
960	0	7	4	21	3	62
961	0	13	1	2	4	101
962	0	8	3	20	3	97
963	0	10	6	47	2	48
964	1	11	3	23	3	51
965	0	10	1	3	4	92
966	0	12	3	20	3	85
967	0	12	2	12	3	53
968	0	6	13	101	0	0
969	1	19	4	34	3	110
970	1	11	2	19	3	76
971	1	18	4	37	3	81
972	0	5	3	30	3	70
973	0	20	1	2	3	97
974	1	13	4	32	2	52
975	0	6	13	85	0	0
976	0	6	3	13	3	95
977	0	14	2	22	3	93
978	0	11	1	6	4	112
979	0	8	1	2	4	102
980	0	13	13	116	0	0
981	1	16	2	14	3	70
982	0	16	3	21	3	87
983	1	12	1	3	4	115
984	1	16	1	2	4	100
985	1	18	1	3	3	48
986	0	6	13	102	0	0
987	0	7	3	20	3	70
988	1	14	2	13	3	89
989	0	14	13	71	0	0
990	0	7	2	8	3	100
